id,title,description,availability,condition,price,link,image_link,brand,product_type
bh-holyland-tower-5p,"5 pièces – Holyland Tower, Jerusalem","Programme neuf à Holyland Tower, quartier Bayit VeGan, Jerusalem. Promoteur reconnu. Appartements de 5 pièces, 130 m². Livraison Mars 2028. À partir de 4 525 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,4525000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-holyland-tower-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-holyland-tower-5p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-holyland-tower-6p,"6 pièces – Holyland Tower, Jerusalem","Programme neuf à Holyland Tower, quartier Bayit VeGan, Jerusalem. Promoteur reconnu. Appartements de 6 pièces, 186 m². Livraison Mars 2028. À partir de 14 095 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,14095000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-holyland-tower-6p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-holyland-tower-6p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-mexico-3p,"3 pièces – Mexico, Jerusalem","Programme neuf à Mexico, quartier Kiryat Menahem, Jerusalem. Promoteur reconnu. Appartements de 3 pièces, 83 m². À partir de 2 755 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2755000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-mexico-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-mexico-3p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-mexico-4p,"4 pièces – Mexico, Jerusalem","Programme neuf à Mexico, quartier Kiryat Menahem, Jerusalem. Promoteur reconnu. Appartements de 4 pièces, 97 m². À partir de 2 940 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2940000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-mexico-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-mexico-4p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-mexico-6-2p,"2 pièces – Mexico 6, Jerusalem","Programme neuf à Mexico 6, quartier 6 Mexico, Jerusalem. Promoteur reconnu. Appartements de 2 pièces, 49 m². À partir de 2 065 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2065000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-mexico-6-2p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-mexico-6-2p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-soho-2p,"2 pièces – Soho, Jerusalem","Programme neuf à Soho, quartier Katamon, Jerusalem. Promoteur reconnu. Appartements de 2 pièces, de 53 à 68 m². Livraison Aout 2031. À partir de 2 330 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2330000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-soho-2p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-soho-2p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-soho-2-5p,"2,5 pièces – Soho, Jerusalem","Programme neuf à Soho, quartier Katamon, Jerusalem. Promoteur reconnu. Appartements de 2,5 pièces, 83 m². Livraison Aout 2031. À partir de 3 180 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3180000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-soho-2-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-soho-2-5p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-soho-3p,"3 pièces – Soho, Jerusalem","Programme neuf à Soho, quartier Katamon, Jerusalem. Promoteur reconnu. Appartements de 3 pièces, de 67 à 87 m². Livraison Aout 2031. À partir de 3 250 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3250000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-soho-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-soho-3p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-soho-3-5p,"3,5 pièces – Soho, Jerusalem","Programme neuf à Soho, quartier Katamon, Jerusalem. Promoteur reconnu. Appartements de 3,5 pièces, de 88 à 91 m². Livraison Aout 2031. À partir de 3 710 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3710000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-soho-3-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-soho-3-5p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-soho-4p,"4 pièces – Soho, Jerusalem","Programme neuf à Soho, quartier Katamon, Jerusalem. Promoteur reconnu. Appartements de 4 pièces, de 104 à 110 m². Livraison Aout 2031. À partir de 3 860 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3860000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-soho-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-soho-4p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-soho-4-5p,"4,5 pièces – Soho, Jerusalem","Programme neuf à Soho, quartier Katamon, Jerusalem. Promoteur reconnu. Appartements de 4,5 pièces, 119 m². Livraison Aout 2031. À partir de 4 580 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,4580000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-soho-4-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-soho-4-5p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-soho-5p,"5 pièces – Soho, Jerusalem","Programme neuf à Soho, quartier Katamon, Jerusalem. Promoteur reconnu. Appartements de 5 pièces, de 122 à 153 m². Livraison Aout 2031. À partir de 4 370 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,4370000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-soho-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-soho-5p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-soho-6p,"6 pièces – Soho, Jerusalem","Programme neuf à Soho, quartier Katamon, Jerusalem. Promoteur reconnu. Appartements de 6 pièces, 170 m². Livraison Aout 2031. À partir de 5 990 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,5990000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-soho-6p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-soho-6p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-uziel-48-3p,"3 pièces – Uziel 48, Jerusalem","Programme neuf à Uziel 48, quartier Bayit VeGan, Jerusalem. Promoteur reconnu. Appartements de 3 pièces, 73 m². Avec parking selon les appartements. À partir de 3 300 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3300000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-uziel-48-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-uziel-48-3p.jpg,BH Nadlan,Immobilier neuf > Jerusalem
bh-villa-kedar-9-5p,"9,5 pièces – Villa Kedar, Kedar","Programme neuf à Villa Kedar, quartier Kedar (est de Jerusalem), Kedar. Promoteur reconnu. Appartements de 9,5 pièces. À partir de 4 900 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,4900000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-villa-kedar-9-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-villa-kedar-9-5p.jpg,BH Nadlan,Immobilier neuf > Kedar
bh-afeka-bashmura-3p,"3 pièces – Afeka BaShmura, Kiryat Bialik","Programme neuf à Afeka BaShmura, Kiryat Bialik. Promoteur reconnu. Appartements de 3 pièces. Livraison 02/2029. À partir de 1 820 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1820000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-afeka-bashmura-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-afeka-bashmura-3p.jpg,BH Nadlan,Immobilier neuf > Kiryat Bialik
bh-afeka-bashmura-4p,"4 pièces – Afeka BaShmura, Kiryat Bialik","Programme neuf à Afeka BaShmura, Kiryat Bialik. Promoteur reconnu. Appartements de 4 pièces. Livraison 02/2029. À partir de 2 130 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2130000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-afeka-bashmura-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-afeka-bashmura-4p.jpg,BH Nadlan,Immobilier neuf > Kiryat Bialik
bh-afeka-bashmura-5p,"5 pièces – Afeka BaShmura, Kiryat Bialik","Programme neuf à Afeka BaShmura, Kiryat Bialik. Promoteur reconnu. Appartements de 5 pièces. Livraison 02/2029. À partir de 2 460 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2460000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-afeka-bashmura-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-afeka-bashmura-5p.jpg,BH Nadlan,Immobilier neuf > Kiryat Bialik
bh-carmei-gat-3p,"3 pièces – Carmei Gat, Kiryat Gat","Programme neuf à Carmei Gat, Kiryat Gat. Promoteur reconnu. Appartements de 3 pièces. Livraison 03/2026 & 02/2027. À partir de 1 790 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1790000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-carmei-gat-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-carmei-gat-3p.jpg,BH Nadlan,Immobilier neuf > Kiryat Gat
bh-carmei-gat-4p,"4 pièces – Carmei Gat, Kiryat Gat","Programme neuf à Carmei Gat, Kiryat Gat. Promoteur reconnu. Appartements de 4 pièces. Livraison 03/2026 & 02/2027. À partir de 2 070 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2070000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-carmei-gat-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-carmei-gat-4p.jpg,BH Nadlan,Immobilier neuf > Kiryat Gat
bh-carmei-gat-5p,"5 pièces – Carmei Gat, Kiryat Gat","Programme neuf à Carmei Gat, Kiryat Gat. Promoteur reconnu. Appartements de 5 pièces. Livraison 03/2026 & 02/2027. À partir de 2 500 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2500000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-carmei-gat-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-carmei-gat-5p.jpg,BH Nadlan,Immobilier neuf > Kiryat Gat
bh-rova-3p,"3 pièces – Rova, Kiryat Gat","Programme neuf à Rova, quartier Carmey Gat, Kiryat Gat. Promoteur reconnu. Appartements de 3 pièces, 80 m². Livraison Octobre 2029. À partir de 1 750 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1750000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-rova-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-rova-3p.jpg,BH Nadlan,Immobilier neuf > Kiryat Gat
bh-rova-4p,"4 pièces – Rova, Kiryat Gat","Programme neuf à Rova, quartier Carmey Gat, Kiryat Gat. Promoteur reconnu. Appartements de 4 pièces, de 100 à 103 m². Livraison Octobre 2029. À partir de 2 080 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2080000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-rova-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-rova-4p.jpg,BH Nadlan,Immobilier neuf > Kiryat Gat
bh-rova-5p,"5 pièces – Rova, Kiryat Gat","Programme neuf à Rova, quartier Carmey Gat, Kiryat Gat. Promoteur reconnu. Appartements de 5 pièces, 120 m². Livraison Octobre 2029. À partir de 2 210 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2210000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-rova-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-rova-5p.jpg,BH Nadlan,Immobilier neuf > Kiryat Gat
bh-alive-4p,"4 pièces – Alive, Netanya","Programme neuf à Alive, quartier Park Hayam, Netanya. Promoteur reconnu. Appartements de 4 pièces, 103 m². Livraison Decembre 2029. À partir de 3 495 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3495000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-alive-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-alive-4p.jpg,BH Nadlan,Immobilier neuf > Netanya
bh-alive-5p,"5 pièces – Alive, Netanya","Programme neuf à Alive, quartier Park Hayam, Netanya. Promoteur reconnu. Appartements de 5 pièces, de 135 à 179 m². Livraison Decembre 2029. À partir de 3 950 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3950000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-alive-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-alive-5p.jpg,BH Nadlan,Immobilier neuf > Netanya
bh-ir-yamim-5p,"5 pièces – Ir Yamim, Netanya","Programme neuf à Ir Yamim, Netanya. Promoteur reconnu. Appartements de 5 pièces. Livraison Juin 2025. À partir de 8 700 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,8700000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-ir-yamim-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-ir-yamim-5p.jpg,BH Nadlan,Immobilier neuf > Netanya
bh-nordau-2-5p,"2,5 pièces – Nordau, Netanya","Programme neuf à Nordau, Netanya. Promoteur reconnu. Appartements de 2,5 pièces, de 61 à 64 m². Livraison janvier 2031. À partir de 2 125 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2125000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-nordau-2-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-nordau-2-5p.jpg,BH Nadlan,Immobilier neuf > Netanya
bh-nordau-3p,"3 pièces – Nordau, Netanya","Programme neuf à Nordau, Netanya. Promoteur reconnu. Appartements de 3 pièces, de 77 à 100 m². Livraison janvier 2031. À partir de 2 659 091 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2659091 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-nordau-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-nordau-3p.jpg,BH Nadlan,Immobilier neuf > Netanya
bh-nordau-4p,"4 pièces – Nordau, Netanya","Programme neuf à Nordau, Netanya. Promoteur reconnu. Appartements de 4 pièces, de 111 à 117 m². Livraison janvier 2031. À partir de 3 193 182 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3193182 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-nordau-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-nordau-4p.jpg,BH Nadlan,Immobilier neuf > Netanya
bh-nordau-5p,"5 pièces – Nordau, Netanya","Programme neuf à Nordau, Netanya. Promoteur reconnu. Appartements de 5 pièces, de 133 à 189 m². Livraison janvier 2031. À partir de 3 750 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3750000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-nordau-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-nordau-5p.jpg,BH Nadlan,Immobilier neuf > Netanya
bh-nordau-6p,"6 pièces – Nordau, Netanya","Programme neuf à Nordau, Netanya. Promoteur reconnu. Appartements de 6 pièces, 156 m². Livraison janvier 2031. À partir de 4 375 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,4375000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-nordau-6p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-nordau-6p.jpg,BH Nadlan,Immobilier neuf > Netanya
bh-nofe-yoram-3p,"3 pièces – Nofe Yoram, Netivot","Programme neuf à Nofe Yoram, Netivot. Promoteur reconnu. Appartements de 3 pièces. Livraison 10/2027. À partir de 1 340 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1340000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-nofe-yoram-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-nofe-yoram-3p.jpg,BH Nadlan,Immobilier neuf > Netivot
bh-nofe-yoram-4p,"4 pièces – Nofe Yoram, Netivot","Programme neuf à Nofe Yoram, Netivot. Promoteur reconnu. Appartements de 4 pièces. Livraison 10/2027. À partir de 1 540 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1540000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-nofe-yoram-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-nofe-yoram-4p.jpg,BH Nadlan,Immobilier neuf > Netivot
bh-nofe-yoram-5p,"5 pièces – Nofe Yoram, Netivot","Programme neuf à Nofe Yoram, Netivot. Promoteur reconnu. Appartements de 5 pièces. Livraison 10/2027. À partir de 1 640 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1640000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-nofe-yoram-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-nofe-yoram-5p.jpg,BH Nadlan,Immobilier neuf > Netivot
bh-up-life-4p,"4 pièces – UP LIFE, Netivot","Programme neuf à UP LIFE, quartier Maalot HaNachal, Netivot. Promoteur reconnu. Appartements de 4 pièces. À partir de 1 520 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1520000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-up-life-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-up-life-4p.jpg,BH Nadlan,Immobilier neuf > Netivot
bh-afikei-nahal-3p,"3 pièces – Afikei Nahal, Ofakim","Programme neuf à Afikei Nahal, Ofakim. Promoteur reconnu. Appartements de 3 pièces. Livraison 10/2026 & 11/2027. À partir de 1 390 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1390000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-afikei-nahal-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-afikei-nahal-3p.jpg,BH Nadlan,Immobilier neuf > Ofakim
bh-afikei-nahal-4p,"4 pièces – Afikei Nahal, Ofakim","Programme neuf à Afikei Nahal, Ofakim. Promoteur reconnu. Appartements de 4 pièces. Livraison 10/2026 & 11/2027. À partir de 1 650 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1650000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-afikei-nahal-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-afikei-nahal-4p.jpg,BH Nadlan,Immobilier neuf > Ofakim
bh-afikei-nahal-5p,"5 pièces – Afikei Nahal, Ofakim","Programme neuf à Afikei Nahal, Ofakim. Promoteur reconnu. Appartements de 5 pièces. Livraison 10/2026 & 11/2027. À partir de 1 800 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,1800000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-afikei-nahal-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-afikei-nahal-5p.jpg,BH Nadlan,Immobilier neuf > Ofakim
bh-neve-park-3p,"3 pièces – Neve Park, Or Yehuda","Programme neuf à Neve Park, Or Yehuda. Promoteur reconnu. Appartements de 3 pièces. Livraison 06/2030. À partir de 2 440 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2440000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-neve-park-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-neve-park-3p.jpg,BH Nadlan,Immobilier neuf > Or Yehuda
bh-neve-park-5p,"5 pièces – Neve Park, Or Yehuda","Programme neuf à Neve Park, Or Yehuda. Promoteur reconnu. Appartements de 5 pièces. Livraison 06/2030. À partir de 3 270 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3270000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-neve-park-5p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-neve-park-5p.jpg,BH Nadlan,Immobilier neuf > Or Yehuda
bh-neve-park-3p-2,"3 pièces – Neve Park, Petah Tikva","Programme neuf à Neve Park, Petah Tikva. Promoteur reconnu. Appartements de 3 pièces. Livraison 09/2029. À partir de 2 820 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2820000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-neve-park-3p-2.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-neve-park-3p-2.jpg,BH Nadlan,Immobilier neuf > Petah Tikva
bh-neve-park-4p,"4 pièces – Neve Park, Petah Tikva","Programme neuf à Neve Park, Petah Tikva. Promoteur reconnu. Appartements de 4 pièces. Livraison 09/2029. À partir de 3 250 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3250000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-neve-park-4p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-neve-park-4p.jpg,BH Nadlan,Immobilier neuf > Petah Tikva
bh-neve-park-5p-2,"5 pièces – Neve Park, Petah Tikva","Programme neuf à Neve Park, Petah Tikva. Promoteur reconnu. Appartements de 5 pièces. Livraison 09/2029. À partir de 3 580 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3580000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-neve-park-5p-2.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-neve-park-5p-2.jpg,BH Nadlan,Immobilier neuf > Petah Tikva
bh-neve-park-6p,"6 pièces – Neve Park, Petah Tikva","Programme neuf à Neve Park, Petah Tikva. Promoteur reconnu. Appartements de 6 pièces. Livraison 09/2029. À partir de 3 850 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3850000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-neve-park-6p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-neve-park-6p.jpg,BH Nadlan,Immobilier neuf > Petah Tikva
bh-uziel-13-15-2p,"2 pièces – Uziel 13-15, Ramat Gan","Programme neuf à Uziel 13-15, Ramat Gan. Promoteur reconnu. Appartements de 2 pièces, 60 m². Livraison Juillet 2029. À partir de 2 640 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,2640000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-uziel-13-15-2p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-uziel-13-15-2p.jpg,BH Nadlan,Immobilier neuf > Ramat Gan
bh-uziel-13-15-3p,"3 pièces – Uziel 13-15, Ramat Gan","Programme neuf à Uziel 13-15, Ramat Gan. Promoteur reconnu. Appartements de 3 pièces, 85 m². Livraison Juillet 2029. À partir de 3 200 000 ₪. BH Nadlan accompagne les acheteurs francophones du premier contact jusqu'à la remise des clés : sélection, négociation, avocat, banque et suivi du chantier.",in stock,new,3200000 ILS,https://hb1826-prog.github.io/bh-nadlan-vitrine/bh-uziel-13-15-3p.html,https://hb1826-prog.github.io/bh-nadlan-vitrine/img/bh-uziel-13-15-3p.jpg,BH Nadlan,Immobilier neuf > Ramat Gan
